user_id,item_id,gender,age_group,category,device,hour,price,user_click_count,item_ctr,label
691,429,M,30s,food,mobile,7,92.1,6,0.1372314505052379,1
575,434,F,30s,sports,pc,21,390.95,5,0.4820079175818264,0
864,207,M,10s,food,pc,10,433.65,3,0.2106737633945572,0
743,28,M,30s,sports,mobile,11,414.5,4,0.3064245377782358,0
241,170,F,50s,food,pc,18,275.81,6,0.2059087417963998,0
564,336,M,40s,electronics,pc,19,419.78,9,0.6046641162809414,0
96,76,F,50s,sports,tablet,22,396.25,8,0.013348181664907175,0
900,116,F,50s,electronics,pc,8,417.02,4,0.09775209124875568,0
734,69,F,10s,book,mobile,10,491.06,0,0.18982585814478833,0
485,354,F,10s,book,pc,17,405.95,4,0.09121030718076019,0
407,234,M,50s,fashion,tablet,8,138.99,7,0.37552103139861026,1
231,1,F,50s,electronics,pc,14,411.33,2,0.021193874948138736,0
749,167,F,20s,electronics,tablet,21,190.94,4,0.09971988018357754,0
655,352,F,20s,fashion,pc,17,260.52,4,0.12560067040526857,0
171,218,M,40s,book,pc,7,399.22,1,0.22165737165315771,0
541,273,M,50s,book,mobile,3,161.78,3,0.04708394380669074,1
36,368,F,30s,sports,mobile,12,17.91,3,0.41980499171576086,1
525,251,M,20s,sports,pc,14,360.48,1,0.29441149593078975,0
160,347,M,10s,book,pc,7,451.58,2,0.105741624690225,0
839,344,F,50s,food,tablet,15,464.3,12,0.13669351759593568,0
699,419,F,30s,electronics,tablet,10,400.46,7,0.278818427200108,1
243,174,F,30s,sports,mobile,22,467.9,6,0.0625649426516232,0
86,170,F,30s,food,pc,22,411.22,6,0.18042750161952953,0
796,246,F,10s,sports,pc,12,19.9,4,0.0690009310447806,0
578,423,M,20s,fashion,tablet,6,178.08,7,0.03920725712914898,0
682,90,F,30s,electronics,pc,17,171.37,4,0.26648956223735826,0
557,49,F,20s,sports,pc,7,113.49,8,0.27864586126868646,0
574,446,F,40s,book,pc,1,399.98,5,0.06895772778846755,0
953,294,F,10s,fashion,tablet,2,262.44,7,0.23604200849021278,0
646,407,F,20s,fashion,tablet,9,418.96,4,0.03144927299014181,0
796,150,M,20s,book,tablet,6,302.67,6,0.31806355385869955,0
28,132,F,30s,fashion,pc,22,297.35,4,0.3122134957727375,0
620,433,M,30s,electronics,tablet,6,195.15,5,0.18765270936609765,1
556,59,F,10s,sports,mobile,3,395.85,1,0.11992168068723548,0
340,457,F,20s,fashion,mobile,20,343.13,4,0.37550294970353376,0
798,324,F,50s,electronics,tablet,22,172.68,8,0.09708868120278585,1
958,199,M,30s,book,tablet,7,496.82,1,0.24965038182179067,0
331,215,F,30s,sports,pc,18,234.08,4,0.08016637898374593,0
640,386,F,40s,book,tablet,21,161.71,7,0.12376801345101182,0
506,49,F,10s,sports,tablet,11,345.46,8,0.12036345185850499,0
348,472,F,20s,fashion,mobile,9,115.29,7,0.19796294901167902,0
473,232,F,20s,fashion,mobile,13,416.17,8,0.21870148214947605,0
231,247,F,20s,sports,mobile,11,341.78,6,0.056295633726444194,0
190,382,F,30s,electronics,mobile,20,435.68,3,0.18910230414387696,0
225,479,M,10s,electronics,tablet,19,167.88,2,0.2793278572159808,0
385,239,F,20s,electronics,mobile,3,427.94,4,0.1418072671816898,0
377,415,F,50s,food,pc,18,252.96,5,0.3255422281766618,0
283,367,F,40s,electronics,pc,6,34.28,1,0.1957343956341622,0
958,168,M,40s,fashion,tablet,20,101.11,4,0.09209291099180383,0
633,48,M,20s,food,pc,0,112.74,3,0.22434493759320714,0
628,51,F,30s,electronics,mobile,7,385.16,5,0.3469574957553677,1
973,299,M,40s,fashion,mobile,10,105.55,6,0.3432605336358619,0
745,98,F,40s,food,pc,0,283.15,1,0.4214015414666687,0
259,439,F,40s,fashion,tablet,0,328.01,4,0.32125479609935315,0
359,216,M,40s,sports,mobile,3,388.06,4,0.49765438784178345,0
710,177,F,20s,fashion,mobile,3,393.02,5,0.06481524303069855,0
456,380,M,10s,food,pc,10,360.21,9,0.24447999047584595,0
411,474,M,10s,electronics,tablet,0,110.53,2,0.2609555031338734,1
649,80,M,30s,food,tablet,9,274.02,4,0.16381067009062514,0
318,185,F,50s,electronics,pc,3,148.63,7,0.4689667363727918,0
677,367,F,10s,electronics,mobile,22,388.67,6,0.37580708188501033,1
225,461,F,50s,book,pc,6,375.31,3,0.3168585615954874,0
819,399,F,10s,sports,pc,1,118.68,5,0.2565151982659062,0
234,27,F,10s,book,pc,21,322.46,10,0.20602423586259466,0
684,452,F,30s,food,mobile,12,33.92,2,0.1062288554295755,1
664,464,F,40s,book,mobile,21,385.43,3,0.040412565349381195,0
975,448,M,30s,electronics,pc,18,391.2,7,0.05675592197616947,0
827,478,F,10s,food,tablet,3,176.77,8,0.3398709766486324,0
374,492,F,40s,book,pc,5,404.1,4,0.04162829924317982,0
672,414,F,40s,fashion,mobile,21,429.86,8,0.36841587042363977,0
608,420,M,40s,sports,tablet,16,99.08,2,0.11305535280062505,0
472,195,M,50s,fashion,tablet,23,178.69,4,0.27037012177418157,0
233,214,M,10s,food,mobile,8,134.23,3,0.39900335811648835,0
692,369,F,20s,book,mobile,1,190.31,3,0.29741238638317213,0
113,342,M,30s,electronics,pc,19,226.22,5,0.17211483433872282,0
830,114,M,50s,book,mobile,5,257.43,3,0.3925201916276667,0
497,242,F,30s,food,tablet,17,22.38,4,0.12094714318810347,0
442,124,F,20s,food,pc,22,32.31,9,0.21415330644905997,0
564,305,F,40s,food,pc,21,329.34,6,0.30676032549686705,0
268,76,M,20s,food,tablet,23,224.16,4,0.10339554756574265,0
510,311,F,30s,book,mobile,14,49.42,4,0.07052971216101737,0
807,469,F,20s,fashion,pc,22,196.18,6,0.2179809855398586,0
386,312,F,10s,electronics,tablet,15,240.37,5,0.03374283354538849,0
387,196,F,20s,electronics,tablet,0,319.62,2,0.39847734078988,1
113,351,F,10s,sports,tablet,9,63.57,4,0.20647381338699727,0
613,44,F,20s,food,mobile,9,497.43,1,0.2970374735726879,0
625,415,M,10s,food,mobile,20,239.98,6,0.42929921058176485,1
952,186,F,10s,food,mobile,5,341.99,4,0.24276396037746564,0
81,343,M,20s,fashion,mobile,22,454.57,7,0.19431335691056087,0
699,246,M,50s,food,tablet,3,20.75,2,0.1346189964985138,0
113,437,F,40s,sports,pc,13,302.67,4,0.03767489590672831,0
2,84,M,40s,sports,tablet,16,272.48,2,0.16823120254762122,0
642,207,M,40s,fashion,pc,2,33.42,4,0.07190979658793817,0
220,151,M,10s,food,pc,1,348.05,4,0.10587096441647946,0
566,156,F,40s,book,pc,17,114.29,2,0.021606528037143694,0
855,16,M,10s,book,mobile,16,352.43,5,0.4179656434871119,1
997,165,M,50s,electronics,tablet,12,184.5,6,0.2853623488872774,0
736,405,M,20s,fashion,pc,18,386.21,5,0.13819607374757456,0
225,463,M,20s,book,tablet,9,471.17,3,0.14758623541997828,0
385,145,F,10s,electronics,mobile,20,430.95,3,0.12002126640426213,0
403,498,F,10s,sports,pc,21,243.87,3,0.36471750806342806,0
638,37,M,50s,electronics,mobile,23,116.51,3,0.12591777213350588,0
130,333,F,40s,food,mobile,3,496.25,6,0.17852153755827826,0
53,403,F,50s,food,tablet,16,331.45,11,0.297384066523377,0
684,414,M,20s,sports,pc,15,201.0,9,0.4051030770363899,0
730,45,F,20s,fashion,mobile,18,243.35,1,0.5581905313829858,1
672,402,F,40s,food,tablet,23,68.39,4,0.014952366802957525,0
710,206,M,20s,food,pc,13,255.12,6,0.24582350387878105,0
416,62,M,10s,electronics,pc,19,90.72,5,0.11560999074838836,0
247,420,F,20s,electronics,mobile,14,186.04,4,0.3694064793132115,1
836,356,F,30s,electronics,mobile,18,248.42,3,0.33630985422962895,0
439,468,F,40s,book,mobile,2,474.16,4,0.03197723876981453,0
203,308,F,40s,sports,mobile,19,314.22,4,0.43272918797492205,0
184,19,M,40s,fashion,pc,19,189.09,4,0.22032486435970225,0
123,365,M,30s,electronics,mobile,15,60.98,6,0.30317292301678417,0
401,300,M,50s,fashion,mobile,6,374.86,4,0.04528088799752669,0
767,7,M,10s,electronics,mobile,17,236.09,3,0.09088561012554577,0
294,249,M,40s,food,pc,7,38.74,3,0.14200043631278833,0
280,428,F,20s,fashion,tablet,13,330.15,3,0.37352957357268113,0
837,117,F,10s,book,tablet,17,178.3,7,0.09686429840836029,0
884,68,M,20s,electronics,pc,0,204.93,7,0.35989260224408104,1
610,34,M,10s,sports,tablet,23,420.23,6,0.20492298181857072,0
198,194,M,10s,food,pc,19,72.97,6,0.18762993585741505,0
982,325,F,20s,electronics,mobile,5,173.49,1,0.15475343979180492,1
907,55,F,20s,fashion,tablet,12,185.02,4,0.23372792173524876,0
511,266,F,10s,electronics,pc,0,6.65,6,0.31514078530867934,1
752,480,M,40s,food,pc,18,423.44,5,0.3180998655979614,1
144,42,M,20s,sports,mobile,6,418.48,5,0.01807027408786063,0
609,297,M,30s,sports,pc,22,332.61,4,0.10329342832409383,1
201,461,M,30s,sports,tablet,23,449.98,3,0.1945989136053715,0
124,231,M,10s,food,mobile,15,140.08,2,0.46798452110476824,0
187,453,F,50s,electronics,pc,13,114.21,2,0.04501531688392895,0
326,378,M,10s,food,mobile,1,38.92,9,0.3629750560487788,1
464,394,F,10s,food,pc,6,298.05,8,0.3349084302783603,0
349,10,F,40s,electronics,tablet,19,250.7,6,0.2956524115483762,0
771,358,F,40s,book,tablet,21,406.15,5,0.09044775886878074,0
660,475,F,50s,sports,mobile,19,243.24,4,0.31676975307576344,0
764,444,F,50s,fashion,pc,14,105.6,5,0.4083979117284456,0
955,128,M,50s,fashion,mobile,13,405.75,6,0.2105489551539189,0
932,179,M,50s,electronics,mobile,0,230.45,4,0.3427840939057266,0
403,405,M,50s,fashion,tablet,16,478.14,6,0.307553167192654,0
346,392,F,10s,book,mobile,15,269.56,8,0.37329407217821575,0
963,193,F,10s,food,pc,4,62.79,3,0.05138373813683968,0
511,92,F,30s,sports,tablet,20,426.26,6,0.30295389938596134,1
147,369,F,30s,fashion,pc,23,439.81,3,0.2511203272891918,0
148,231,F,20s,fashion,mobile,22,225.49,8,0.10099995519967245,1
864,78,F,10s,electronics,tablet,2,17.87,6,0.011662079903427361,0
711,85,M,50s,electronics,pc,23,19.71,5,0.1863512668919566,0
820,30,F,20s,food,pc,19,178.82,5,0.1580931385742256,0
489,213,F,40s,sports,mobile,18,359.53,3,0.34003671807789315,0
929,49,M,10s,fashion,pc,1,168.87,11,0.16963295108838572,0
936,265,F,30s,food,mobile,13,8.83,5,0.39815149953636453,0
640,145,M,10s,sports,mobile,22,425.04,3,0.131191930811329,0
551,69,M,10s,food,mobile,20,484.52,7,0.324602270518666,0
338,58,M,10s,fashion,mobile,18,176.45,13,0.3078109928050202,0
872,185,F,10s,electronics,tablet,12,41.17,6,0.2177654264400451,0
641,62,M,40s,electronics,pc,12,149.25,7,0.08441522805612992,0
779,479,M,30s,electronics,pc,5,400.51,6,0.37851314499390104,1
988,308,F,10s,book,tablet,23,273.42,4,0.3113416897089238,0
953,445,M,40s,food,mobile,8,195.07,4,0.4280267632487707,0
473,296,F,20s,fashion,mobile,19,170.44,5,0.04290422686005528,1
946,166,F,10s,food,mobile,0,62.12,3,0.4314164519693858,0
151,171,M,40s,electronics,mobile,23,173.06,5,0.33646605480974484,0
415,63,F,50s,food,tablet,9,237.7,5,0.48562080265914925,0
990,147,F,20s,sports,pc,2,338.2,9,0.22837948780381834,0
298,484,M,30s,food,mobile,5,134.73,2,0.33413659401133916,0
611,306,M,10s,book,mobile,15,449.2,5,0.17054487646938485,0
263,161,M,10s,book,mobile,19,244.98,3,0.29168151151268334,0
764,141,M,40s,electronics,pc,5,205.55,7,0.15513720684455945,1
144,334,F,30s,fashion,pc,11,299.01,11,0.09485943910199532,0
346,97,M,50s,sports,tablet,2,87.97,5,0.2892617151280149,0
624,446,M,20s,fashion,pc,22,57.76,3,0.17910902136944443,0
572,221,M,30s,fashion,pc,17,176.54,3,0.2714106093323394,1
881,43,F,10s,sports,mobile,20,24.77,3,0.2790624096654664,1
2,433,F,40s,book,pc,2,191.9,2,0.3387004866991106,1
897,292,F,50s,electronics,mobile,4,337.39,8,0.05274396919442831,0
304,378,F,40s,food,tablet,18,407.0,3,0.17150798797686304,0
254,108,F,20s,book,mobile,23,291.98,1,0.11231842855105448,1
652,266,M,30s,electronics,tablet,17,347.21,2,0.3147926335529679,0
453,95,F,40s,book,pc,7,417.4,5,0.4847590240888666,0
37,262,F,40s,sports,tablet,23,387.7,4,0.20551804830183323,0
160,313,F,10s,fashion,mobile,9,163.39,5,0.04745056994744902,0
9,385,M,40s,sports,pc,18,288.84,4,0.15616680646181014,0
233,71,M,50s,food,pc,9,136.1,2,0.10447278431840354,0
99,442,F,30s,sports,mobile,20,290.29,8,0.14319847239387257,0
659,219,M,20s,fashion,pc,1,215.87,8,0.13972064388896807,0
816,21,F,40s,book,mobile,9,189.54,6,0.10236645366229673,0
208,92,M,50s,electronics,tablet,21,95.86,2,0.23533431384822726,1
131,127,M,20s,food,tablet,17,283.07,8,0.1591645687260912,0
404,80,F,50s,book,pc,3,366.01,5,0.26529577891449424,0
152,312,M,40s,electronics,mobile,2,287.78,4,0.29003729430606806,1
54,238,F,40s,fashion,mobile,16,39.27,4,0.09586483068012762,0
120,471,F,30s,sports,tablet,23,462.54,4,0.24436404868577935,0
673,372,F,10s,book,mobile,23,7.72,3,0.07718093903709149,0
920,404,M,50s,electronics,pc,16,443.1,3,0.2183215322778543,0
628,486,M,10s,electronics,pc,21,384.21,4,0.12147399015947544,0
587,182,F,10s,sports,tablet,11,52.8,7,0.12162909303130633,0
625,25,F,20s,book,mobile,16,122.1,4,0.43283133136890467,1
968,156,M,20s,book,pc,12,177.74,7,0.05232475641447288,0
420,5,F,50s,fashion,pc,8,455.6,5,0.08449367673889223,0
422,120,M,10s,book,pc,0,490.06,7,0.2999441250895715,0
104,277,M,30s,sports,mobile,14,48.15,5,0.03938392360367043,0
852,18,M,10s,book,tablet,18,201.48,6,0.1490815440719313,0
254,431,F,20s,fashion,tablet,8,78.89,6,0.14729075990864773,0
227,198,F,10s,electronics,pc,16,142.83,4,0.04520400165075803,1
112,57,M,40s,book,tablet,14,490.63,2,0.1446771057320144,0
510,93,F,40s,sports,pc,1,492.29,3,0.014839501932127604,0
473,19,F,30s,book,pc,3,238.71,11,0.4048864194691299,0
99,384,M,50s,food,mobile,6,95.65,10,0.13214560917384444,1
